code,coding_system,description,entity,list_name,upload_date
6.45644E+15,CPRD_product_code,NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.19841E+14,CPRD_product_code,Humulin I Cartridges (1.5 Ml) 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.19941E+14,CPRD_product_code,Humulin M1 Cartridges (1.5 Ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.20041E+14,CPRD_product_code,Humulin M2 Cartridges (1.5 Ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.20141E+14,CPRD_product_code,Humulin M3 (Lilly) Cartridges (1.5 Ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.20241E+14,CPRD_product_code,Humulin M4 Cartridges (1.5 Ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.20341E+14,CPRD_product_code,Humulin S Cartridges (1.5 Ml) 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.20441E+14,CPRD_product_code,Humulin M5 Cartridges (1.5 Ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.20541E+14,CPRD_product_code,Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.20941E+14,CPRD_product_code,Human Actrapid Penfill Cartridges (3 Ml) 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.21041E+14,CPRD_product_code,Human Actrapid Penfill 100units/ml solution for injection 1.5ml cartridges (Novo Nordisk Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.21141E+14,CPRD_product_code,Humulin M5 50/50 Cartridges,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.21341E+14,CPRD_product_code,Human Protaphane Penfill Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.21541E+14,CPRD_product_code,Humulin M3 (Lilly) Injection 100 units/ml; 10 ml vial,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.21641E+14,CPRD_product_code,Human Insulatard Ge Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.22841E+14,CPRD_product_code,Humulin M5 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.22941E+14,CPRD_product_code,Human Mixtard 30 Ge Injection,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.23241E+14,CPRD_product_code,Humalog 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.23941E+14,CPRD_product_code,Human Monotard (Novo) Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.24041E+14,CPRD_product_code,Humulin I 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.24141E+14,CPRD_product_code,Humulin M1 Injection,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.24241E+14,CPRD_product_code,Humulin M2 Injection,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.24341E+14,CPRD_product_code,Humulin S 100units/ml solution for injection 10ml vials (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.24541E+14,CPRD_product_code,Humulin Zn 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.24941E+14,CPRD_product_code,Human Ultratard Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.25041E+14,CPRD_product_code,Human Actraphane(Nova) Injection,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.25141E+14,CPRD_product_code,Human Initard 50/50 Insulin Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.25241E+14,CPRD_product_code,Humulin M4 Injection,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.25341E+14,CPRD_product_code,Humulin M3 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.25541E+14,CPRD_product_code,Human Velosulin Injection 100 u/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.25641E+14,CPRD_product_code,Human Protaphane Injection 100u/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.25841E+14,CPRD_product_code,Humulin Lente 100units/ml suspension for injection 10ml vials (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.25941E+14,CPRD_product_code,Human Actrapid Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.26041E+14,CPRD_product_code,Human Mixtard 30 Injection 10 ml vial,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.26141E+14,CPRD_product_code,Human Mixtard 10 Penfill cartridges (3 ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.26241E+14,CPRD_product_code,Human Mixtard 20 Penfill cartridges (3 ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.26341E+14,CPRD_product_code,Human Mixtard 30 Penfill cartridges (3 ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.26441E+14,CPRD_product_code,Human Mixtard 40 Penfill cartridges (3 ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.26541E+14,CPRD_product_code,Human Mixtard 50 Penfill cartridges (3 ml),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.26641E+14,CPRD_product_code,Human Insulatard Ge Penfill cartridges (3 ml) 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.26941E+14,CPRD_product_code,Human Insulatard Ge Preloaded pen 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.27041E+14,CPRD_product_code,HumaJect S Pen 100units/ml solution for injection (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.27141E+14,CPRD_product_code,Humaject (Humulin M1) Preloaded pen,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.27241E+14,CPRD_product_code,Humaject (Humulin M2) Preloaded pen,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.27341E+14,CPRD_product_code,HumaJect M3 Pen 100units/ml suspension for injection (Eli Lilly and Company Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.27441E+14,CPRD_product_code,Humaject (Humulin M4) Preloaded pen,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.27541E+14,CPRD_product_code,Humaject (Humulin M5) Preloaded pen,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.27641E+14,CPRD_product_code,Humaject (Humulin I) Preloaded pen 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.341E+12,CPRD_product_code,Actrapid Mc Injection 100 units/1 ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.34741E+14,CPRD_product_code,Hypurin Porcine Biphasic Isophane Injection,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.34841E+14,CPRD_product_code,Hypurin Porcine Biphasic Isophane Injection (cartridges),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.34941E+14,CPRD_product_code,Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.35041E+14,CPRD_product_code,Hypurin Porcine Isophane Injection (cartridges) 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.35141E+14,CPRD_product_code,Hypurin Bovine Isophane Injection (cartridges) 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.35241E+14,CPRD_product_code,Hypurin Bovine Lente Injection (cartridges) 100 i.u./ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.35341E+14,CPRD_product_code,Hypurin Bovine Neutral Injection (cartridges) 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.35441E+14,CPRD_product_code,Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (Wockhardt UK Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.35541E+14,CPRD_product_code,Hypurin Porcine Neutral Injection (cartridges) 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.35841E+14,CPRD_product_code,Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.35941E+14,CPRD_product_code,Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.36041E+14,CPRD_product_code,Hypurin Bovine Neutral 100units/ml solution for injection 10ml vials (Wockhardt UK Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.36141E+14,CPRD_product_code,Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.57641E+14,CPRD_product_code,Insulin lispro 100units/ml solution for injection 1.5ml cartridges,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.59841E+14,CPRD_product_code,Insulin Zinc Suspension (Human) Injection 100 units/ml; 10 ml vial,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.62441E+14,CPRD_product_code,Insulin lispro 100units/ml solution for injection 10ml vials,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.63241E+14,CPRD_product_code,Initard 50/50 (Nordisk Wellcome) Injection,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.63341E+14,CPRD_product_code,Pork Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.63941E+14,CPRD_product_code,Insulin Zinc Suspension Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.64941E+14,CPRD_product_code,Insulin Zinc Suspension Lente (Evans) Injection 100u/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.76041E+14,CPRD_product_code,Isophane Insulin (Human; Prb) Cartridges 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.79141E+14,CPRD_product_code,Insulin isophane human 100units/ml suspension for injection 10ml vials,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.79641E+14,CPRD_product_code,Isophane Insulin Injection (Evans) Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
7.79841E+14,CPRD_product_code,Isophane Insulin Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
8.23541E+14,CPRD_product_code,Lentard Mc Injection 100 units/ml; 10 ml vial,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
8.26394E+15,CPRD_product_code,Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
8.26404E+15,CPRD_product_code,Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
8.26414E+15,CPRD_product_code,Tresiba FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
8.26424E+15,CPRD_product_code,Tresiba FlexTouch 200units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
8.26434E+15,CPRD_product_code,Insulin degludec 100units/ml solution for injection 3ml cartridges,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
8.26444E+15,CPRD_product_code,Tresiba Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
9.15641E+14,CPRD_product_code,Pork Mixtard 30 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
9.26541E+14,CPRD_product_code,Monotard Mc Insulin Zinc Susp Bp Nova Injection 100 units/1 ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
9.61041E+14,CPRD_product_code,Neutral Insulin Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
9.61141E+14,CPRD_product_code,Neutral Insulin (Human) Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
9.62241E+14,CPRD_product_code,Neutral Insulin (Evans) Injection 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
9.641E+12,CPRD_product_code,Human Actrapid Preloaded pen 100 units/ml,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
9.67704E+15,CPRD_product_code,Insulin aspart 100units/ml solution for injection 1.6ml cartridges,drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
9.67714E+15,CPRD_product_code,NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd),drug,857 - res166: Insulin (CPRD Aurum),2020-11-02
