code,coding_system,description,entity,list_name,upload_date
8.24284E+15,CPRD_product_code,Komboglyze 2.5mg/1000mg tablets (AstraZeneca UK Ltd),drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
8.34894E+15,CPRD_product_code,Bolamyn SR 1000mg tablets (Teva UK Ltd),drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
8.95984E+15,CPRD_product_code,Alogliptin 12.5mg / Metformin 1g tablets,drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
8.95994E+15,CPRD_product_code,Vipdomet 12.5mg/1000mg tablets (Takeda UK Ltd),drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
8.96941E+14,CPRD_product_code,Metformin 500mg tablets,drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
8.97041E+14,CPRD_product_code,Metformin 850mg tablets,drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.10604E+15,CPRD_product_code,Dapagliflozin 5mg / Metformin 1g tablets,drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.10614E+15,CPRD_product_code,Dapagliflozin 5mg / Metformin 850mg tablets,drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.10624E+15,CPRD_product_code,Xigduo 5mg/1000mg tablets (AstraZeneca UK Ltd),drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.10634E+15,CPRD_product_code,Xigduo 5mg/850mg tablets (AstraZeneca UK Ltd),drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.23064E+15,CPRD_product_code,Sukkarto SR 500mg tablets (Morningside Healthcare Ltd),drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.23084E+15,CPRD_product_code,Sukkarto SR 1000mg tablets (Morningside Healthcare Ltd),drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.85154E+15,CPRD_product_code,Canagliflozin 50mg / Metformin 1g tablets,drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.85164E+15,CPRD_product_code,Canagliflozin 50mg / Metformin 850mg tablets,drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.85174E+15,CPRD_product_code,Vokanamet 50mg/850mg tablets (Napp Pharmaceuticals Ltd),drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
9.85184E+15,CPRD_product_code,Vokanamet 50mg/1000mg tablets (Napp Pharmaceuticals Ltd),drug,859 - res166: Metformin (CPRD Aurum),2020-11-02
